Price,Return on Equity,EPS,Book/Share,Next Price
44.47,36.90,8.31,23.71,44.42
44.42,36.90,8.31,23.71,45.48
45.48,36.90,8.31,23.71,45.4
45.4,36.90,8.31,23.71,46.53
46.53,36.90,8.31,23.71,46.41
46.41,36.90,8.31,23.71,46.8
46.8,36.90,8.31,23.71,46.67
46.67,36.90,8.31,23.71,46.8
46.8,36.90,8.31,23.71,46.98
46.98,36.90,8.31,23.71,47.01
47.01,36.90,8.31,23.71,46.67
46.67,36.90,8.31,23.71,46.58
46.58,36.90,8.31,23.71,46.14
46.14,36.90,8.31,23.71,46.95
46.95,36.90,8.31,23.71,47.26
47.26,36.90,8.31,23.71,47.51
47.51,36.90,8.31,23.71,48.11
48.11,36.90,8.31,23.71,47.87
47.87,36.90,8.31,23.71,47.18
47.18,36.90,8.31,23.71,47.09
47.09,36.90,8.31,23.71,46.83
46.83,36.90,8.31,23.71,47.49
47.49,36.90,8.31,23.71,47.23
47.23,36.90,8.31,23.71,47.45
47.45,36.90,8.31,23.71,47.51
47.51,36.90,8.31,23.71,48.13
48.13,36.90,8.31,23.71,48.14
48.14,36.90,8.31,23.71,48.44
48.44,36.90,8.31,23.71,48.28
48.28,36.90,8.31,23.71,48.43
48.43,36.90,8.31,23.71,46.72
46.72,36.90,8.31,23.71,47.62
47.62,36.90,8.31,23.71,47.58
47.58,36.90,8.31,23.71,47.82
47.82,36.90,8.31,23.71,46.7
46.7,36.90,8.31,23.71,47.26
47.26,36.90,8.31,23.71,47.32
47.32,36.90,8.31,23.71,47.62
47.62,36.90,8.31,23.71,47.14
47.14,36.90,8.31,23.71,46.98
46.98,36.90,8.31,23.71,46.99
46.99,36.90,8.31,23.71,47.0
47.0,36.90,8.31,23.71,46.95
46.95,36.90,8.31,23.71,47.11
47.11,36.90,8.31,23.71,47.02
47.02,36.90,8.31,23.71,44.88
44.88,36.90,8.31,23.71,45.75
45.75,36.90,8.31,23.71,44.9
44.9,36.90,8.31,23.71,44.86
44.86,36.90,8.31,23.71,45.44
45.44,36.90,8.31,23.71,44.79
44.79,36.90,8.31,23.71,44.95
44.95,36.90,8.31,23.71,45.71
45.71,36.90,8.31,23.71,46.04
46.04,36.90,8.31,23.71,46.67
46.67,36.90,8.31,23.71,46.61
46.61,36.90,8.31,23.71,46.57
46.57,36.90,8.31,23.71,46.7
46.7,36.90,8.31,23.71,47.18
47.18,36.90,8.31,23.71,46.41
46.41,36.90,8.31,23.71,47.09
47.09,36.90,8.31,23.71,47.14
47.14,36.90,8.31,23.71,46.83
46.83,36.90,8.31,23.71,47.15
47.15,36.90,8.31,23.71,47.3
47.3,36.90,8.31,23.71,47.38
47.38,36.90,8.31,23.71,47.69
47.69,36.90,8.31,23.71,45.69
45.69,36.90,8.31,23.71,45.47
45.47,36.90,8.31,23.71,45.16
45.16,36.90,8.31,23.71,45.08
45.08,36.90,8.31,23.71,45.15
45.15,36.90,8.31,23.71,45.44
45.44,36.90,8.31,23.71,46.02
46.02,36.90,8.31,23.71,46.05
46.05,36.90,8.31,23.71,45.57
45.57,36.90,8.31,23.71,45.85
45.85,36.90,8.31,23.71,43.51
43.51,36.90,8.31,23.71,43.37
43.37,36.90,8.31,23.71,43.38
43.38,36.90,8.31,23.71,43.22
43.22,36.90,8.31,23.71,43.57
43.57,36.90,8.31,23.71,43.49
43.49,36.90,8.31,23.71,43.26
43.26,36.90,8.31,23.71,43.66
43.66,36.90,8.31,23.71,44.32
44.32,36.90,8.31,23.71,45.71
45.71,36.90,8.31,23.71,45.62
45.62,36.90,8.31,23.71,45.94
45.94,36.90,8.31,23.71,47.03
47.03,36.90,8.31,23.71,46.37
46.37,36.90,8.31,23.71,45.33
45.33,36.90,8.31,23.71,45.4
45.4,36.90,8.31,23.71,46.18
46.18,36.90,8.31,23.71,45.94
45.94,36.90,8.31,23.71,45.04
45.04,36.90,8.31,23.71,44.97
44.97,36.90,8.31,23.71,44.46
44.46,36.90,8.31,23.71,44.65
44.65,36.90,8.31,23.71,44.89
44.89,36.90,8.31,23.71,43.6
43.6,36.90,8.31,23.71,44.48
44.48,36.90,8.31,23.71,43.98
43.98,36.90,8.31,23.71,43.21
43.21,36.90,8.31,23.71,44.03
44.03,36.90,8.31,23.71,44.53
44.53,36.90,8.31,23.71,44.84
44.84,36.90,8.31,23.71,44.99
44.99,36.90,8.31,23.71,45.8
45.8,36.90,8.31,23.71,46.3
46.3,36.90,8.31,23.71,46.14
46.14,36.90,8.31,23.71,46.39
46.39,36.90,8.31,23.71,46.14
46.14,36.90,8.31,23.71,46.56
46.56,36.90,8.31,23.71,45.91
45.91,36.90,8.31,23.71,45.43
45.43,36.90,8.31,23.71,46.21
46.21,36.90,8.31,23.71,46.04
46.04,36.90,8.31,23.71,45.97
45.97,36.90,8.31,23.71,46.2
46.2,36.90,8.31,23.71,46.51
46.51,36.90,8.31,23.71,45.72
45.72,36.90,8.31,23.71,45.64
45.64,36.90,8.31,23.71,45.56
